NUMBER,STREET,NOTIFY_DATE,NOTIFY,STATUS
3700,MACARTHUR BLVD,11/1/10,Y,Done - Level 2 Required  
6400,MACARTHUR BLVD,9/22/10,Y,Incomplete Evaluation
6840,MACARTHUR BLVD,9/22/10,Y,Level 1 - missing data 
7708,MACARTHUR BLVD,8/31/10,Y,Done - Level 1
7868,MACARTHUR BLVD,11/8/10,Y,Done - Level 1
7981,MACARTHUR BLVD,,Y,Incomplete Evaluation
8656,MACARTHUR BLVD,,Y,Level 1 - missing data 
8658,MACARTHUR BLVD,9/3/10,Y,Incomplete Evaluation
9222,MACARTHUR BLVD,,Y,Incomplete Evaluation - Unclaimed
9825,MACARTHUR BLVD,11/22/10,Y,Done - Level 2 Required  
9829,MACARTHUR BLVD,,Y,Incomplete Evaluation - Unclaimed
9960,MACARTHUR BLVD,9/21/10,Y,Done - Level 2 Required  
10010,MACARTHUR BLVD,11/3/10,Y,Exempt - no large openings
711,MADISON ST,,Y,Incomplete Evaluation
1448,MADISON ST,,Y,Incomplete Evaluation
1520,MADISON ST,8/24/10,Y,Incomplete Evaluation - Unclaimed
1551,MADISON ST,8/24/10,Y,Done - Level 1
1555,MADISON ST,9/24/10,Y,Done - Level 1
1565,MADISON ST,,Y,Incomplete Evaluation
466,MANDANA BLVD,8/24/10,Y,Done - Level 2 Required  
486,MANDANA BLVD,7/6/11,Y,Done - Level 1 
491,MANDANA BLVD,8/24/10,Y,Level 2 - Missing slope
525,MANDANA BLVD,9/20/10,Y,Incomplete Evaluation - Unclaimed
539,MANDANA BLVD,10/7/10,Y,Done - Level 2 Required  
550,MANDANA BLVD,11/3/10,Y,Done - Level 1
4040,MANILA AVE,8/30/10,Y,Incomplete Evaluation
3555,MAPLE AVE,9/7/10,Y,Done - Level 2 Required  
612,MARIPOSA AVE,8/24/10,Y,Exempt - engineer's letter
624,MARIPOSA AVE,,Y,Incomplete Evaluation
630,MARIPOSA AVE,,Y,Incomplete Evaluation
690,MARIPOSA AVE,8/24/10,Y,Done - Level 1 
1725,MARKET ST,8/24/10,Y,Incomplete Evaluation
2523,MASON ST,9/9/10,Y,Done - Level 1
206,MATHER ST,8/30/10,Y,Level 2 - Missing slope
287,MATHER ST,9/1/10,Y,Done - Level 2 Required  
3701,MAYBELLE AVE,,Y,Incomplete Evaluation
3705,MAYBELLE AVE,10/5/10,Y,Level 2 - Missing slope
3720,MAYBELLE AVE,9/16/10,Y,Incomplete Evaluation
3809,MAYBELLE AVE,8/26/10,Y,Incomplete Evaluation - Unclaimed
3810,MAYBELLE AVE,9/1/10,Y,Done - Level 1
3830,MAYBELLE AVE,9/30/10,Y,Done - Level 1
3833,MAYBELLE AVE,,Y,Exempt - retrofitted
3849,MAYBELLE AVE,8/25/10,Y,Exempt - engineer's letter
3865,MAYBELLE AVE,9/7/10,Y,Exempt - less than 5 units
3186,MCKILLOP RD,,Y,Incomplete Evaluation
1021,MCKINLEY AVE,10/13/10,Y,Incomplete Evaluation
1142,MCKINLEY AVE,9/1/10,Y,Incomplete Evaluation - Unclaimed
1143,MCKINLEY AVE,10/26/10,Y,Incomplete Evaluation
1146,MCKINLEY AVE,,Y,Incomplete Evaluation
3526,MEADOW ST,11/22/10,Y,Incomplete Evaluation
410,MERRITT AVE,10/7/10,Y,Level 2 - Missing slope
420,MERRITT AVE,10/7/10,Y,Done - Level 1
441,MERRITT AVE,11/1/10,Y,Exempt - no large openings
442,MERRITT AVE,10/28/10,Y,Done - Level 1
450,MERRITT AVE,9/1/10,Y,Done - Level 2 Required  
479,MERRITT AVE,9/3/10,Y,Done - Level 2 Required  
515,MERRITT AVE,10/6/10,Y,Done - Level 1
522,MERRITT AVE,NOTIFY,Y,Level 1 - missing data 
535,MERRITT AVE,8/25/10,Y,Level 1 - missing data
539,MERRITT AVE,9/14/10,Y,Done - Level 1
541,MERRITT AVE,,Y,Incomplete Evaluation
589,MERRITT AVE,9/3/10,Y,Done - Level 2 Required  
590,MERRITT AVE,9/29/10,Y,Exempt - engineer's letter
595,MERRITT AVE,11/3/10,Y,Incomplete Evaluation
3614,MIDVALE AVE,11/2/10,Y,Incomplete Evaluation - Unclaimed
5311,MILES AVE,11/9/10,Y,Incomplete Evaluation
6044,MONROE AVE,,Y,Done - Level 1
6066,MONROE AVE,,Y,Done - Level 1
690,MONTCLAIR AVE,,Y,Incomplete Evaluation
100,MONTE CRESTA AVE,,Y,Incomplete Evaluation
109,MONTE CRESTA AVE,10/4/10,Y,Done - Level 2 Required  
138,MONTE CRESTA AVE,11/22/10,Y,Incomplete Evaluation
145,MONTE CRESTA AVE,11/9/10,Y,Exempt - engineer's letter
155,MONTE CRESTA AVE,9/13/10,Y,Incomplete Evaluation - Unclaimed
287,MONTE VISTA AVE,9/1/10,Y,Done - Level 1
300,MONTE VISTA AVE,9/2/10,Y,Exempt - engineer's letter
322,MONTE VISTA AVE,8/31/10,Y,Done - Level 1
332,MONTE VISTA AVE,9/22/10,Y,Ask for exemption - did not review 
344,MONTE VISTA AVE,,Y,Incomplete Evaluation
360,MONTE VISTA AVE,10/25/10,Y,Done - Level 1
137,MONTECITO AVE,9/28/10,Y,Done - Level 1
140,MONTECITO AVE,,Y,Incomplete Evaluation - Unclaimed
141,MONTECITO AVE,9/13/10,Y,Done - Level 2 Required  
168,MONTECITO AVE,8/31/10,Y,Done - Level 1
171,MONTECITO AVE,8/24/10,Y,Incomplete Evaluation
180,MONTECITO AVE,11/16/10,Y,Incomplete Evaluation - Unclaimed
187,MONTECITO AVE,,Y,Exempt - city inspection
200,MONTECITO AVE,8/30/10,Y,Done - Level 1
18,MONTELL ST,8/31/10,Y,Done - Level 1
4105,MONTGOMERY ST,11/22/10,Y,Exempt - no large openings
4231,MONTGOMERY ST,7/5/11,Y,Done - Level 1
4235,MONTGOMERY ST,8/27/10,Y,Done - Level 1
2423,MONTICELLO AVE,9/15/10,Y,Done - Level 1
36,MOSS AVE,9/14/10,Y,Done - Level 1
37,MOSS AVE,10/26/10,Y,Done - Level 1
40,MOSS AVE,11/9/10,Y,Ask for exemption - did not review
41,MOSS AVE,9/24/10,Y,Exempt - engineer's letter
129,MOSS AVE,,Y,Incomplete Evaluation
188,MOSS WAY,8/25/10,Y,Exempt - no large openings
9700,MOUNTAIN BLVD,9/1/10,Y,Level 2 - Missing slope
1608,MYRTLE ST,9/2/10,Y,Incomplete Evaluation - Unclaimed
1829,MYRTLE ST,,Y,Exempt - no parking/commercial
311,NEWTON AVE,,Y,Incomplete Evaluation
350,NEWTON AVE,,Y,Done - Level 1
455,NEWTON AVE,10/7/10,Y,Ask for exemption - did not review  
472,NEWTON AVE,8/25/10,Y,Done - Level 2 Required  
7708,NEY AVE,,Y,
7709,NEY AVE,9/20/10,Y,Incomplete Evaluation - Unclaimed
7716,NEY AVE,9/23/10,Y,Incomplete Evaluation - Unclaimed
7717,NEY AVE,11/8/10,Y,Exempt - less than 5 units
7801,NEY AVE,11/15/10,Y,Done - Level 2 Required  
7886,NEY AVE,,Y,Incomplete Evaluation
7900,NEY AVE,10/13/10,Y,Done - Level 2 Required  
7916,NEY AVE,9/21/10,Y,Exempt - engineer's letter 
3000,NICOL AVE,8/26/10,Y,Done - Level 1
3256,NICOL AVE,,Y,Incomplete Evaluation - Unclaimed
222,OAKLAND AVE,10/28/10,Y,Done - Level 2 Required  
316,OAKLAND AVE,10/7/10,Y,Level 1 - missing data 
360,OAKLAND AVE,11/15/10,Y,Done - Level 2 Required  
381,OAKLAND AVE,,Y,Incomplete Evaluation
535,OAKLAND AVE,8/31/10,Y,Incomplete Evaluation - Unclaimed
555,OAKLAND AVE,8/26/10,Y,Done - Level 1
561,OAKLAND AVE,,Y,Incomplete Evaluation
564,OAKLAND AVE,,Y,Incomplete Evaluation
601,OAKLAND AVE,8/27/10,Y,Exempt - engineer's letter
641,OAKLAND AVE,11/3/10,Y,Done - Level 1
651,OAKLAND AVE,9/18/10,Y,Incomplete Evaluation - Unclaimed
715,OAKLAND AVE,10/20/10,Y,Done - Level 1 
740,OAKLAND AVE,10/7/10,Y,Exempt - engineer's letter
743,OAKLAND AVE,8/31/10,Y,Exempt - engineer's letter
748,OAKLAND AVE,,Y,Incomplete Evaluation
749,OAKLAND AVE,9/20/10,Y,Done - Level 1
5916,OCEAN VIEW DR,,Y,Incomplete Evaluation
2626,OCTAVIA ST,8/30/10,Y,Exempt - less than 5 units
4020,OPAL ST,,Y,Done - Level 1
4126,OPAL ST,9/18/10,Y,Done - Level 1
4180,OPAL ST,9/14/10,Y,Incomplete Evaluation
220,ORANGE ST,9/1/10,Y,Done - Level 2 Required  
226,ORANGE ST,9/2/10,Y,Done - Level 1
230,ORANGE ST,9/2/10,Y,Done - Level 1
354,ORANGE ST,10/26/10,Y,Done - Level 1
370,ORANGE ST,8/25/10,Y,Done - Level 2 Required  
388,ORANGE ST,,Y,Incomplete Evaluation
392,ORANGE ST,,Y,Incomplete Evaluation
394,ORANGE ST,8/31/10,Y,Done - Level 2 Required  
400,ORANGE ST,8/30/10,Y,Done - Level 2 Required
447,ORANGE ST,,Y,Incomplete Evaluation - Unclaimed
7216,ORRAL ST,9/7/10,Y,Exempt - no large openings
361,PALM AVE,10/5/10,Y,Exempt - retrofitted
369,PALM AVE,11/1/10,Y,Done - Level 1
385,PALM AVE,,Y,Incomplete Evaluation
389,PALM AVE,9/21/10,Y,Done - Level 2 Required 
2137,PARK BLVD,9/24/10,Y,Done - Level 2 Required  
2268,PARK BLVD,8/30/10,Y,Exempt - engineer's letter
2275,PARK BLVD,9/21/10,Y,Done - Level 2 Required  
2282,PARK BLVD,9/21/10,Y,Done - Level 2 Required  
2324,PARK BLVD,,Y,Incomplete Evaluation
2400,PARK BLVD,,Y,Done - Level 2 Required  
2424,PARK BLVD,10/7/10,Y,Level 1 - missing data 
2820,PARK BLVD,10/25/10,Y,Exempt - engineer's letter
3025,PARK BLVD,9/1/10,Y,Exempt - engineer's letter
3130,PARK BLVD,10/8/10,Y,Done - Level 2 Required  
3140,PARK BLVD,10/25/10,Y,Done - Level 2 Required  
3206,PARK BLVD,9/7/10,Y,Exempt - engineer's letter
3210,PARK BLVD,9/7/10,Y,Incomplete Evaluation
3815,PARK BLVD,9/27/10,Y,Done - Level 1
4135,PARK BLVD,,Y,Incomplete Evaluation
4306,PARK BLVD,9/7/10,Y,Incomplete Evaluation
4902,PARK BLVD,11/4/10,Y,Exempt - less than 5 units
3738,PARK BOULEVARD WAY,9/1/10,Y,Done - Level 2 Required  
3760,PARK BOULEVARD WAY,,Y,Incomplete Evaluation
3761,PARK BOULEVARD WAY,11/1/10,Y,Level 1 - missing data 
3770,PARK BOULEVARD WAY,9/21/10,Y,Incomplete Evaluation
3621,PATTERSON AVE,,Y,Done - Level 1
3633,PATTERSON AVE,9/1/10,Y,Incomplete Evaluation - Unclaimed
150,PEARL ST,,Y,Incomplete Evaluation - Unclaimed
1235,PERALTA ST,,Y,Exempt - city inspection
170,PERKINS ST,8/30/71,Y,Incomplete Evaluation
220,PERKINS ST,,Y,Incomplete Evaluation
269,PERKINS ST,9/3/10,Y,Level 2 - Missing slope
270,PERKINS ST,9/22/10,Y,Done - Level 2 Required 
301,PERKINS ST,11/9/10,Y,Done - Level 1
314,PERKINS ST,8/30/10,Y,Exempt - engineer's letter
362,PERKINS ST,10/14/10,Y,Level 2 - Missing slope
375,PERKINS ST,9/15/10,Y,Done - Level 1
400,PERKINS ST,11/9/10,Y,Exempt - engineer's letter
407,PERKINS ST,9/3/10,Y,Done - Level 1
415,PERKINS ST,,Y,Done - Level 1
420,PERKINS ST,11/22/11,Y,Done - Level 1
421,PERKINS ST,,Y,Done - Level 1 
433,PERKINS ST,8/24/10,Y,Done - Level 1
4150,PIEDMONT AVE,9/22/10,Y,Level 1 - missing data 
10778,PIPPIN ST,9/1/10,Y,Incomplete Evaluation
10786,PIPPIN ST,10/28/10,Y,Incomplete Evaluation
2625,PLEASANT ST,9/21/10,Y,Incomplete Evaluation - Unclaimed
1977,PLEASANT VALLEY AVE,9/14/10,Y,Incomplete Evaluation - Unclaimed
1985,PLEASANT VALLEY AVE,9/21/11,Y,Done - Level 1
2005,PLEASANT VALLEY AVE,6/27/11,Y,Done - Level 2 Required  
9635,PLYMOUTH ST,9/15/10,Y,Level 1 - missing data 
4101,PORTER ST,8/30/10,Y,Incomplete Evaluation
334,PORTLAND AVE,9/1/10,Y,Incomplete Evaluation - Unclaimed
338,PORTLAND AVE,9/2/10,Y,Done - Level 1
3227,PRENTISS ST,,Y,Done - Level 2 Required  
3231,PRENTISS ST,,Y,Incomplete Evaluation
521,PRINCE ST,9/28/10,Y,Level 1 - missing data
5964,RACINE ST North bldg,11/1/10,Y,Level 1 - missing data 
742,RAND AVE,,Y,Done - Level 2 Required
746,RAND AVE,,Y,Done - Level 2 Required
750,RAND AVE,10/26/10,Y,Exempt - no large openings
754,RAND AVE,8/24/10,Y,Exempt - no large openings
765,RAND AVE,,Y,Incomplete Evaluation
777,RAND AVE,,Y,Incomplete Evaluation
3810,REDDING ST,9/13/10,Y,Incomplete Evaluation
3515,RHODA AVE,11/15/10,Y,Done - Level 1
3001,RICHMOND BLVD,9/21/10,Y,Level 1 - missing data 
3026,RICHMOND BLVD,8/25/10,Y,Done - Level 2 in process
3080,RICHMOND BLVD,,Y,Done - Level 2 Required  
3084,RICHMOND BLVD,8/25/10,Y,Done - Level 2 Required  
3351,RICHMOND BLVD,10/7/10,Y,Done - Level 1
3401,RICHMOND BLVD,10/25/10,Y,Done - Level 1
3408,RICHMOND BLVD,9/28/10,Y,Incomplete Evaluation
3465,RICHMOND BLVD,9/1/10,Y,Exempt - engineer's letter
234,RIDGEWAY AVE,9/2/10,Y,Exempt - less than 5 units
4345,RILEA WAY,11/9/10,Y,Done - Level 1
4355,RILEA WAY,,Y,Incomplete Evaluation
1818,ROSEDALE AVE,9/1/10,Y,Exempt - less than 5 units
3769,RUBY ST,2/14/11,Y,Ask for exemption - did not review 
3822,RUBY ST,9/22/10,Y,Exempt - less than 5 units
3875,RUBY ST,8/31/10,Y,Done - Level 1
3400,SALISBURY ST,9/3/10,Y,Done - Level 1
217,SANTA CLARA AVE,9/2/10,Y,Level 1 - missing data
271,SANTA CLARA AVE,11/9/10,Y,Done - Level 2 Required  
377,SANTA CLARA AVE,9/15/10,Y,Exempt - engineer's letter
386,SANTA CLARA AVE,10/22/10,Y,Incomplete Evaluation - Unclaimed
400,SANTA CLARA AVE,9/3/10,Y,Done - Level 2 Required
411,SANTA CLARA AVE,,Y,Incomplete Evaluation
169,SANTA ROSA AVE,11/10/10,Y,Done - Level 1
175,SANTA ROSA AVE,10/22/10,Y,Exempt - engineer's letter
230,SANTA ROSA AVE,8/24/10,Y,Incomplete Evaluation
2901,SCHOOL ST,,Y,Done - Level 1
3011,SCHOOL ST,11/4/10,Y,Done - Level 1
3035,SCHOOL ST,9/21/10,Y,Incomplete Evaluation - Unclaimed
3111,SCHOOL ST,9/1/10,Y,Incomplete Evaluation - Unclaimed
3211,SCHOOL ST,,Y,Incomplete Evaluation
3410,SCHOOL ST,,Y,Incomplete Evaluation
3418,SCHOOL ST,,Y,Incomplete Evaluation
2936,SCHYLER ST,8/25/10,Y,Exempt - no large openings
1900,SEMINARY AVE,10/18/10,Y,Incomplete Evaluation - Unclaimed
2451,SEMINARY AVE,10/25/10,Y,Level 2 - Missing slope
3764,SHAFTER AVE,12/1/10,Y,Ask for exemption - did not review 
3873,SHAFTER AVE,3/4/11,Y,Done - Level 1
3909,SHAFTER AVE,10/26/10,Y,Exempt - retrofitted
5001,SHAFTER AVE,7/5/11,Y,Level 2 - Missing slope
5005,SHAFTER AVE,8/31/10,Y,Level 2 - Missing slope
5527,SHATTUCK AVE,10/6/10,Y,Exempt - retrofitted
5601,SHATTUCK AVE,8/27/10,Y,Done - Level 1
381,SOMERSET RD,8/25/10,Y,Exempt - less than 5 units
393,SOMERSET RD,9/29/10,Y,Done - Level 2 in process
355,STATEN AVE,,Y,Done - Level 2 Required
366,STATEN AVE,,Y,Incomplete Evaluation - Unclaimed
370,STATEN AVE,11/9/10,Y,Done - Level 1
373,STATEN AVE,8/25/10,Y,Incomplete Evaluation
375,STATEN AVE,9/2/10,Y,Done - Level 1
376,STATEN AVE,10/25/10,Y,Done - Level 1
388,STATEN AVE,10/22/10,Y,Level 1 - missing data 
414,STATEN AVE,8/25/10,Y,Done - Level 1
417,STATEN AVE,10/26/10,Y,Incomplete Evaluation
421,STATEN AVE,8/25/10,Y,Done - Level 1
424,STATEN AVE,7/6/11,Y,Incomplete Evaluation
429,STATEN AVE,8/27/10,Y,Incomplete Evaluation
435,STATEN AVE,9/24/10,Y,Incomplete Evaluation - Unclaimed
438,STATEN AVE,9/2/10,Y,Done - Level 2 Required  
445,STATEN AVE,11/2/10,Y,Done - Level 1
491,STATEN AVE,9/22/10,Y,Incomplete Evaluation - Unclaimed
462,STOW AVE,11/9/10,Y,Exempt - no large openings
468,STOW AVE,10/29/10,Y,Done - Level 2 Required  
485,STOW AVE,,Y,Incomplete Evaluation
488,STOW AVE,8/25/10,Y,Exempt - no large openings
491,STOW AVE,9/15/10,Y,Done - Level 2 Required  
2801,SUMMIT ST,8/25/10,Y,Done - Level 2 Required  
3361,SUTER ST,9/2/10,Y,Done - Level 2 Required  
541,SYCAMORE ST,,Y,Exempt - city inspection
5471,TAFT AVE,11/1/10,Y,Done - Level 1
5606,TAFT AVE,11/9/10,Y,Incomplete Evaluation
2101,TELEGRAPH AVE,9/1/10,Y,Incomplete Evaluation
3027,TELEGRAPH AVE,,Y,Incomplete Evaluation - Unclaimed
4770,TELEGRAPH AVE,,Y,Exempt - less than 5 units
5301+5315,TELEGRAPH AVE,,Y,Done - Level 1
5325+5333,TELEGRAPH AVE,,Y,Done - Level 1
5359+5351,TELEGRAPH AVE,,Y,Done - Level 1
6116,TELEGRAPH AVE,9/21/10,Y,Done - Level 1
6616,TELEGRAPH AVE,,Y,Incomplete Evaluation
4223,TERRACE ST,10/29/10,Y,Exempt - no large openings
5847,TRASK ST,10/14/10,Y,Done - Level 1
508,VALLE VISTA AVE,10/25/10,Y,Done - Level 2 Required 
621,VALLE VISTA AVE,,Y,Incomplete Evaluation
2341,VALLEY ST,10/29/10,Y,Incomplete Evaluation
270,VAN BUREN AVE,8/24/10,Y,Incomplete Evaluation
285,VAN BUREN AVE,9/16/10,Y,Done - Level 1
288,VAN BUREN AVE,10/7/10,Y,Done - Level 2 Required  
370,VAN BUREN AVE,10/14//2010,Y,Done - Level 1
375,VAN BUREN AVE,,Y,Exempt - engineer's letter
378,VAN BUREN AVE,9/20/10,Y,Exempt - engineer's letter
395,VAN BUREN AVE,9/16/10,Y,Done - Level 1
406,VAN BUREN AVE,10/22/10,Y,Done - Level 1
469,VAN BUREN AVE,9/22/10,Y,Done - Level 1
520,VAN BUREN AVE,,Y,Incomplete Evaluation
415,VAN DYKE AVE,,Y,Done - Level 2 Required
421,VAN DYKE AVE,9/14/10,Y,Done - Level 1
848,VERMONT ST,,Y,Incomplete Evaluation
859,VERMONT ST,10/26/10,Y,Exempt - built after 1990
888,VERMONT ST,9/2/10,Y,Exempt - engineer's letter
942,VERMONT ST,8/24/10,Y,Level 1 - missing data
964,VERMONT ST,,Y,Incomplete Evaluation
970,VERMONT ST,9/28/10,Y,Incomplete Evaluation - Unclaimed
77,VERNON ST,9/3/10,Y,Done - Level 1
80,VERNON ST,,Y,Incomplete Evaluation
81,VERNON ST,8/24/10,Y,Done - Level 1
98,VERNON ST,8/25/10,Y,Done - Level 1
257,VERNON ST,11/22/10,Y,Done - Level 2 Required  
262,VERNON ST,8/24/10,Y,Done - Level 2 Required  
265,VERNON ST,11/3/10,Y,Exempt - no large openings
268,VERNON ST,11/2/10,Y,Done - Level 1
287,VERNON ST,,Y,Exempt - Garage In basement
300,VERNON ST,10/28/10,Y,Exempt - engineer's letter
305,VERNON ST,,Y,Incomplete Evaluation - Unclaimed
350,VERNON ST,9/27/10,Y,Done - Level 2 Required  
354,VERNON ST,10/7/10,Y,Level 2 - Missing slope
357,VERNON ST,11/9/10,Y,Done - Level 1
359,VERNON ST,9/21/10,Y,Incomplete Evaluation
360,VERNON ST,10/7/10,Y,Done - Level 1
361,VERNON ST,10/7/10,Y,Level 2 - Missing slope
389,VERNON ST,,Y,Incomplete Evaluation
401,VERNON ST,8/31/10,Y,Exempt - engineer's letter
407,VERNON ST,10/8/10,Y,Exempt - retrofitted
438,VERNON ST,9/22/10,Y,Exempt - retrofitted
515,VERNON ST,9/7/10,Y,Done - Level 2 in process
650,VERNON ST,9/2/10,Y,Incomplete Evaluation - Unclaimed
654,VERNON ST,8/31/10,Y,Done - Level 1
660,VERNON ST,8/24/10,Y,Incomplete Evaluation
664,VERNON ST,8/24/10,Y,Done - Level 2 Required  
670,VERNON ST,,Y,Incomplete Evaluation - Unclaimed
671,VERNON ST,8/27/10,Y,Done - Level 1
5476,VICENTE WAY,9/20/10,Y,Incomplete Evaluation
4466,VIEW PL,11/3/10,Y,Done - Level 1
2800,VIOLA ST,11/9/10,Y,Done - Level 1
441,W MACARTHUR BLVD,,Y,Level 1 - missing data
768,WALKER AVE,,Y,Incomplete Evaluation
1001,WALKER AVE,9/21/10,Y,Done - Level 2 Required  
1010,WALKER AVE,10/29/10,Y,Exempt - retrofitted
1045,WALKER AVE,,Y,Incomplete Evaluation - Unclaimed
5300,WALNUT ST,11/16/10,Y,Done - Level 1
5400,WALNUT ST,,Y,Incomplete Evaluation
5775,WALNUT ST,8/25/10,Y,Incomplete Evaluation
9825,WALNUT ST,8/25/10,Y,Done - Level 2 Required  
9833,WALNUT ST,,Y,Incomplete Evaluation
743,WARFIELD AVE,11/1/10,Y,Incomplete Evaluation
750,WARFIELD AVE,9/16/10,Y,Incomplete Evaluation
827,WARFIELD AVE,9/1/10,Y,Incomplete Evaluation
840,WARFIELD AVE,9/27/10,Y,Done - Level 1
859,WARFIELD AVE,11/9/10,Y,Done - Level 1
872,WARFIELD AVE,9/2/10,Y,Done - Level 1
1021,WARFIELD AVE,,Y,Incomplete Evaluation
1041,WARFIELD AVE,,Y,Incomplete Evaluation
314,WARWICK AVE,9/14/10,Y,Done - Level 1
324,WARWICK AVE,9/20/10,Y,Incomplete Evaluation
347,WARWICK AVE,8/26/10,Y,Exempt - engineer's letter
356,WARWICK AVE,10/14/10,Y,Incomplete Evaluation - Unclaimed
365,WARWICK AVE,8/26/10,Y,Done - Level 1
200,WAYNE AVE,9/3/10,Y,Done - Level 1 
204,WAYNE AVE,10/14/10,Y,Done - Level 2 Required  
216,WAYNE AVE,9/22/10,Y,Exempt - engineer's letter
221,WAYNE AVE,6/29/11,Y,Done - Level 1
230,WAYNE AVE,9/20/11,Y,Incomplete Evaluation
237,WAYNE AVE,8/30/10,Y,Exempt - engineer's letter
270,WAYNE AVE,8/31/10,Y,Ask for exemption - did not review  
282,WAYNE AVE,10/25/10,Y,Done - Level 1
312,WAYNE AVE,11/1/10,Y,Done - Level 2 Required 
321,WAYNE AVE,,Y,Incomplete Evaluation
333,WAYNE AVE,9/9/10,Y,Done - Level 2 Required
336,WAYNE AVE,9/21/10,Y,Level 1 - missing data
411,WAYNE AVE,11/9/10,Y,Exempt - no large openings
451,WAYNE AVE,9/15/10,Y,Done - Level 1
456,WAYNE AVE,9/22/10,Y,Level 1 - missing data
350,WAYNE PL,10/28/10,Y,Done - Level 1
1614,WEBSTER ST,,Y,Incomplete Evaluation
1734,WEBSTER ST,10/6/10,Y,Incomplete Evaluation
4133,WEBSTER ST,7/5/11,Y,Level 2 - Missing slope
475,WELDON AVE,9/22/10,Y,Done - Level 2 Required  
485,WESLEY AVE,9/27/10,Y,Done - Level 1
501,WESLEY AVE,10/7/10,Y,Done - Level 2 Required  
573,WESLEY AVE,10/28/10,Y,Incomplete Evaluation
655,WESLEY AVE,,Y,Incomplete Evaluation
677,WESLEY AVE,11/15/10,Y,Done - Level 2 Required  
734,WESLEY WAY,,Y,Incomplete Evaluation
2,WHITMORE PL,9/14/10,Y,Incomplete Evaluation
25,WHITMORE PL,9/22/10,Y,Incomplete Evaluation
720,WILLOW ST,,Y,Incomplete Evaluation
3440,WILSON AVE,9/14/10,Y,Done - Level 1
5025,WOODMINSTER LN,9/7/10,Y,Done - Level 1
800,YORK ST,,Y,Exempt - retrofitted
832,YORK ST,9/2/10,Y,Done - Level 2 in process
833,YORK ST,,Y,Incomplete Evaluation
840,YORK ST,,Y,Incomplete Evaluation
846,YORK ST,8/30/10,Y,Done - Level 1
856,YORK ST,,Y,Incomplete Evaluation
864,YORK ST,8/30/10,Y,Done - Level 1
33,YOSEMITE AVE,8/31/10,Y,Exempt - less than 5 units
500,ZORAH ST,9/14/10,Y,Done - Level 1
1450,13TH AVE,,,Done - Level 2 Required  
1005,16TH STREET,,,Incomplete Evaluation
1611,17TH STREET,10/7/10,,Incomplete Evaluation
1643,34TH AVE,,,Exempt - less than 5 units
3020,35TH AVE - West bldg,,,Done - Level 1
1436,36TH AVE,,,Incomplete Evaluation
1432,3RD AVE - Bldg #1444,,,Level 2 - Missing slope
309,63RD ST,N/A ,,Incomplete Evaluation
1035,76TH AVE,N/A,,Exempt - less than 5 units
1929,7TH AVE - rear,,,Level 1 - missing data
5351,BELGRAVE PLACE,,,Level 1 - missing data 
4350,BROADWAY,,,Done - Level 1
5339,BROADWAY,,,Incomplete Evaluation
3055,CURRAN AVE,,,Incomplete Evaluation
2453,DAMUTH ST Bldg #2,,,Done - Level 1
2453,DAMUTH ST Bldg #3,,,Done - Level 1
837,E 15TH ST - rear house ,,,Done - Level 1
907,E 28TH ST,9/14/10,,Incomplete Evaluation
5833,HARMON AVE,,,Exempt - no large openings
2605,HIGH ST,,,Incomplete Evaluation
3035,LYNDE ST Bldg B ,,,Done - Level 1
282,PARK VIEW TER,,,Done - Level 2 in process - requires retrofit
5964,RACINE ST South bldg ,,,Level 1 - missing data 
4210,TELEGRAPH AVE,,,Incomplete Evaluation
87,VERNON ST Bldg #3,NOTIFY,,Done - Level 1
1001,WARFIELD AVE,,,Done - Level 1
250,WHITMORE ST,,,Done - Level 2 Required  
288,WHITMORE ST,,,Done - Level 2 Required  
