parcel_number,street_number,street_name,latitude,longitude
016 142404200,540,ALCATRAZ AVE,37.85068959466009,-122.26185980723055
033 211801800,1719,34TH AVE,37.78129165090972,-122.22188071773833
021 026500800,1931,12TH AVE,37.79449065271384,-122.24311656871632
012 093802100,150,MOSS WAY,37.822014289741794,-122.25430559551306
020 018600500,537,E 17TH ST,37.79715725349613,-122.25079625372966
046 542200200,1420,92ND AVE,37.74879651838178,-122.17288246077395
021 026200100,1221,E 20TH ST,37.79386435805053,-122.2425245565308
027 085902700,3048,CHAMPION ST,37.79487556443741,-122.2164107189193
016 143601702,6140,MARKET ST,37.84604259943968,-122.27627656486341
009 071003301,875,31ST ST,37.82098503201256,-122.27527095517792
013 111102800,4244,GILBERT ST,37.82998618044715,-122.25245514537521
027 085100800,3040,LYNDE ST,37.79114924674335,-122.21867928411179
003 001500700,2401,SAN PABLO AVE,37.8150614352077,-122.27511934449294
010 077403203,280,LEE ST,37.81249064083792,-122.25652862301513
025 073300901,1835,28TH AVE,37.78399505882362,-122.22643964598423
021 026800500,924,E 20TH ST,37.79655205062765,-122.24433323439258
009 069300100,2851,WEST ST,37.81901748695491,-122.274124936564
014 120703100,719,54TH ST,37.83885599020998,-122.26774889722793
027 087001600,3149,BROOKDALE AVE,37.790933213114826,-122.2137961296116
010 077600600,390,GRAND AVE,37.80912360797858,-122.25428072018958
020 021400100,1756,12TH AVE,37.792998376384745,-122.24428229296403
011 085201800,1000,WALKER AVE,37.8162420503128,-122.24412978451522
029A130501401,3721,LINCOLN AVE,37.80252368020405,-122.21189845455194
008 062001000,532,16TH ST,37.80646729803641,-122.27161142596704
010 077606700,435,STATEN AVE,37.80943095526388,-122.2542531673674
046 544801100,9641,BIRCH ST,37.74745769575424,-122.16591788115343
030 193501004,3773,HIGH ST,37.78965281276699,-122.19194731189742
009 071504800,527,32ND ST,37.820798679736704,-122.26758059245604
027 083905102,2346,FRUITVALE AVE,37.786204624208544,-122.22133293120667
027 083905101,2354,FRUITVALE AVE,37.78633268055936,-122.22127776928899
009 069702602,2836,M L KING JR WAY,37.81881086384731,-122.27087439482978
024 053201000,4001,GREENWOOD AVE,37.80705167404868,-122.22634358015999
021 022000100,607,E 18TH ST,37.7973399190708,-122.24920067964351
033 212602001,1666,34TH AVE,37.780667993934905,-122.22144017028893
026 074701503,3002,FOOTHILL BLVD,37.78414625864901,-122.22342462721086
003 005500702,1715,BRUSH ST,37.80954225409266,-122.27718887474029
022 034000300,2636,IVY DR,37.80159064156648,-122.23989178382287
010 079400800,381,ORANGE ST,37.81665079512462,-122.25593532317329
008 062600800,1553,ALICE ST,37.80484162686844,-122.26535737568427
003 005901800,684,16TH ST,37.808062677480734,-122.27581697728974
008 062901500,1520,JACKSON ST,37.8033763491069,-122.26392730750725
037 254701401,3799,BUELL ST,37.78616840291364,-122.18683731892574
003 003303700,815,20TH ST,37.811622210240046,-122.27823492911827
047 557802401,10320,MACARTHUR BLVD,37.744089191016606,-122.15318850616842
016 141501001,450,ALCATRAZ AVE,37.85068169032296,-122.25870810530817
035 235902500,1430,46TH AVE,37.77132675573558,-122.21104251220542
015 138301101,5964,RACINE ST North bldg,37.84592202322403,-122.26153186306381
030 191201100,3621,PATTERSON AVE,37.79157197805273,-122.19797231921018
032 209106000,2050,HARRINGTON AVE,37.78193585781741,-122.21466010012573
028 095201103,3390,ARKANSAS ST,37.7924305446458,-122.20450843817679
012 096700700,514,W MACARTHUR BLVD,37.82700008828196,-122.26580999984621
020 015300901,2338,INTERNATIONAL BLVD,37.783225321641545,-122.23481850774985
023 039101900,1100,BELLA VISTA AVE,37.8007215599659,-122.23539452410809
027 087603200,3447,DAVIS ST,37.78709903947786,-122.21588889664216
010 079102402,392,ORANGE ST,37.81663079325568,-122.25495222853726
010 079102401,388,ORANGE ST,37.81655129457884,-122.25509336476371
041 420301401,1071,81ST AVE,37.75376338341307,-122.18482198965296
041 420301402,1079,81ST AVE,37.753850007975444,-122.18468779626431
022 035402900,2752,14TH AVE,37.796793927151356,-122.23163509810115
045 537100303,587,105TH AVE,37.7331847014364,-122.17882409104003
015 128800100,909,AILEEN ST,37.84071413813811,-122.27496084215262
008 065800100,491,23RD ST,37.81243433101437,-122.26856060416866
038 323301500,1423,57TH AVE,37.76672758304762,-122.20124272914374
004 001503000,1015,12TH ST,37.80722202349143,-122.28399801753237
010 080601800,275,FAIRMOUNT AVE,37.81803141071616,-122.25940575493527
038 320700400,2328,SEMINARY AVE,37.76951102501612,-122.19232204354765
013 110900100,287,MATHER ST,37.83155484379576,-122.25306971138838
014 121600500,600,51ST ST,37.83695755173553,-122.26437292184872
020 018000500,1545,3RD AVE,37.79849817447797,-122.25398012624933
005 040802000,1000,18TH ST,37.81184055834747,-122.282116458986
002 000301100,1209,WEST ST,37.806505792543746,-122.28045258137122
010 077601603,373,BELMONT ST,37.80953614568905,-122.25500146073651
013 113403400,206,MATHER ST,37.83163504602614,-122.24941464385813
022 032901000,1812,E 24TH ST,37.794524337077256,-122.23476552448984
023 046600900,669,ALMA AVE,37.8053335445881,-122.23806344923898
020 012900400,1455,1ST AVE,37.79938203848273,-122.25663226481961
021 023101700,1820,5TH AVE,37.79845144300141,-122.24949611736538
012 097201300,3875,RUBY ST,37.82764414841767,-122.26267572222419
021 022703303,296,LESTER AVE,37.801935242135144,-122.25142931733066
021 022703302,301,LESTER AVE,37.80185022643641,-122.25124484944936
020 012201300,1232,7TH AVE,37.79376348565341,-122.2523567090554
020 021500400,1135,E 18TH ST,37.793296545595446,-122.24466601222312
002 002301700,679,10TH ST,37.80348431554103,-122.27848681193832
010 078600101,305,EUCLID AVE,37.81361447146256,-122.25302039548495
020 015000900,1435,22ND AVE,37.78519216961289,-122.23757976733886
025 073100103,1744,27TH AVE,37.783593620466725,-122.22808513128962
025 073100101,1772,27TH AVE,37.783735554410804,-122.22795176955361
014 119702700,869,56TH ST,37.84006090667652,-122.27267162508538
025 073100104,1732,27TH AVE,37.783430910194284,-122.22823757140463
010 078500300,440,ADAMS ST,37.81584669797658,-122.25254627209435
005 038401600,1608,MYRTLE ST,37.810285184919245,-122.28111601410238
008 067000900,206,23RD ST,37.81165958423508,-122.2624443698481
016 142402203,6408,IRWIN CT,37.85040640085982,-122.26109993691614
037 255201400,3727,BUELL ST,37.78489617373491,-122.1875939356267
022 034001300,2445,8TH AVE,37.80075058794541,-122.24128350817446
029A130504300,3764,FRUITVALE AVE,37.803269060083814,-122.21405874849883
027 085400801,2811,NICOL AVE,37.79378579926648,-122.21722996604896
021 027502900,621,E 21ST ST,37.79912393783964,-122.24640246531608
033 213503000,3739,FOOTHILL BLVD,37.77901022334337,-122.21718373691638
009 070301601,3045,RICHMOND BLVD,37.81926062025114,-122.26010102996155
013 114901805,444,48TH ST,37.834672263896096,-122.26082262178956
009 070901401,708,30TH ST,37.82015568677501,-122.27235902964601
022 034102100,2624,8TH AVE,37.80122195673881,-122.23963084837438
013 111102200,234,RIDGEWAY AVE,37.8295903862372,-122.25243590974564
023 041200702,2140,LAKESHORE AVE,37.80482976230209,-122.25033166548303
021 022802100,211,ATHOL AVE,37.800953071171534,-122.25131247471204
001 018502000,701,ALICE ST,37.79790287104374,-122.26951479453967
022 030601700,322,ATHOL AVE,37.80141177429736,-122.24789014898138
005 040802301,1824,LINDEN ST,37.81230672907993,-122.28247302247617
002 009300100,85,10TH ST,37.79804955326185,-122.26448928871501
020 014800900,1952,INTERNATIONAL BLVD,37.786200141213236,-122.23996778901892
022 033601900,2422,8TH AVE,37.800247289877035,-122.24127922470478
025 072400600,3006,E 17TH ST,37.781713104514175,-122.22496516868554
020 017800200,415,FOOTHILL BLVD,37.79743523460751,-122.25272132298655
028 093202300,3234,MAPLE AVE,37.79366346394927,-122.20826216681004
010 077403202,290,LEE ST,37.81229210024933,-122.256317411169
032 205701200,2833,HIGH ST,37.784137538608476,-122.20213770370569
046 547100902,2124,90TH AVE,37.75309393842374,-122.16599883663356
048A703100201,5401,BROADWAY TER,37.83797442290555,-122.24666126646815
001 017701100,723,MADISON ST,37.79725700171729,-122.2670700490609
022 033800402,2439,IVY DR,37.80160154254645,-122.24268078654718
022 033800401,2451,IVY DR,37.80165132610984,-122.2425320387126
007 056101100,1650,17TH ST,37.81408812807657,-122.29320643846224
010 077902401,410,BELLEVUE AVE,37.81024209772749,-122.2522277224026
032 203110300,3116,38TH AVE,37.787432179215386,-122.2023728072553
020 017903100,336,E 15TH ST,37.79757881687586,-122.25386892810229
040A345705500,4345,RILEA WAY,37.77207435753751,-122.15096376255116
023 047100501,580,CAPELL ST,37.803841462355166,-122.23999928023804
002 000303307,815,12TH ST,37.806031962450405,-122.28108654306874
021 023300701,1805,8TH AVE Bldg A,37.7964743172359,-122.24769340513522
025 072200400,3001,E 17TH ST,37.78124960854155,-122.22532739408294
027 086201501,3061,CURRAN AVE,37.7926233067645,-122.21140047575054
012 097200100,469,40TH ST,37.82863513902017,-122.26300182219123
003 004301800,1920,CASTRO ST,37.81024111199438,-122.27458558330453
016 140701501,6053,CLAREMONT AVE,37.84840899317918,-122.25353353031424
033 213405000,1568,36TH AVE,37.778163162434055,-122.22027354415147
010 076900500,187,MONTECITO AVE,37.8124094037905,-122.25898777040702
032 205200700,2851,38TH AVE,37.78699590577066,-122.20479490154476
013 113406300,4466,VIEW PL,37.83269668068741,-122.2485957666089
048C720000160,393,SOMERSET RD,37.81949399013168,-122.20952426579473
002 008500300,1029,OAK ST,37.798869991480565,-122.26453403654563
032 203902301,2926,HIGH ST,37.783776384453,-122.20071939661634
022 034002500,2600,IVY DR,37.801483702255915,-122.24072732086972
008 062901100,1501,MADISON ST,37.80275323657479,-122.26373770202635
020 018800200,725,E 17TH ST,37.79579190561859,-122.24925073758308
012 098704000,109,MONTE CRESTA AVE,37.82501927792289,-122.24992099094587
046 542200900,9235,HOLLY ST,37.748437741629374,-122.1724172213864
021 026601302,1930,10TH AVE,37.795514007354484,-122.24431928738088
013 111402400,4220,MONTGOMERY ST,37.82909413791173,-122.25155906011454
022 033900700,2641,IVY DR,37.80201670263709,-122.23991497046353
008 062501500,1734,WEBSTER ST,37.80609839699107,-122.26664378193787
033 213605300,1515,38TH AVE,37.77599806817655,-122.21937818886059
010 080801100,391,FAIRMOUNT AVE,37.81904811305085,-122.25722379178367
022 037101801,3130,14TH AVE,37.79924465691915,-122.22854123160064
029 099100401,2531,DAMUTH ST,37.80035716244539,-122.21060994126151
020 019000200,919,E 17TH ST,37.79426673760535,-122.24764252101367
011 084401800,809,WALKER AVE,37.81406868574476,-122.24548426860754
012 099502400,198,41ST ST,37.827600939907846,-122.25355426627836
022 033200200,2429,13TH AVE,37.79707809454472,-122.23762420760622
037A275502302,6716,MACARTHUR BLVD,37.77176961528619,-122.17658044053218
020 020001300,2120,FOOTHILL BLVD,37.786827775921125,-122.2366487719681
022 034101600,2538,8TH AVE,37.80078855972297,-122.24026363764271
032 203216800,3152,HIGH ST,37.784971953206714,-122.19839293469073
021 022709300,322,HANOVER AVE,37.80231250463871,-122.25144368701218
010 083102400,664,VERNON ST,37.819697180066036,-122.24821573256695
012 092700600,322,MONTE VISTA AVE,37.82271955200797,-122.24953512395501
032 206901900,4000,LYON AVE,37.783227591275626,-122.2072754822077
021 022602300,252,WAYNE AVE,37.80204876090572,-122.25263688367261
010 076902100,54,VERNON ST,37.812266677560864,-122.25997444323464
014 122001502,5359+5351,TELEGRAPH AVE,37.83904783413915,-122.26292410852369
019 002802003,201,E 12TH ST,37.79676578409522,-122.25743828724
010 080702500,3287,KEMPTON AVE,37.81988139429706,-122.2577717920297
022 030903200,491,STOW AVE,37.804047077622116,-122.24958579478381
009 069001100,546,MERRIMAC ST,37.817030398217305,-122.26888247896753
016 142701500,648,ALCATRAZ AVE,37.84999837760227,-122.26389658757888
010 078801300,255,JAYNE AVE,37.81288014286167,-122.25708361377147
009 071800500,3251,M L KING JR WAY,37.82217829862808,-122.27067930688143
021 026001300,2018,13TH AVE,37.793938347711624,-122.24107796397992
010 077801800,416,STATEN AVE,37.80985197949729,-122.25335693695753
039 328001300,6500,FOOTHILL BLVD,37.77080737702721,-122.18299366238764
012 099401700,174,41ST ST,37.82696376121937,-122.25286143691345
011 084002000,856,YORK ST,37.81335313528552,-122.2427686659739
009 069600100,2933,M L KING JR WAY,37.81949477556357,-122.27139274331479
023 041500601,475,MERRITT AVE,37.80662695612755,-122.24902047625194
030 192505400,3824,39TH AVE,37.791742300137784,-122.19338655974079
010 077500600,421,PERKINS ST,37.81006433139355,-122.255965481852
024 054504100,4188,GREENWOOD AVE,37.807751898935464,-122.22308211703437
010 077200601,425,LEE ST,37.810549062247176,-122.25692723350603
008 062701001,1525,JACKSON ST,37.803983440683034,-122.2645258215469
047 555802604,10500,BANCROFT AVE,37.742172867619004,-122.15695345224762
029A130101400,3541,DIMOND AVE,37.80161915242201,-122.21733340088466
020 013000700,1407,2ND AVE,37.798288112460185,-122.25616280889697
044 498500707,9517,E ST,37.7432766118702,-122.17834859777405
010 079505101,230,ORANGE ST,37.815366080085596,-122.25708909687793
022 032201500,2324,13TH AVE,37.79594690110694,-122.2382030310214
040 338700802,7867,BANCROFT AVE,37.76237077467599,-122.17326028621088
013 110800400,25,WHITMORE PL,37.8326134216947,-122.25218902136646
027 087600200,2289,35TH AVE,37.785904893439536,-122.21446103526765
011 083707800,479,CHENEY AVE,37.81110835354065,-122.24681673258851
005 038301901,1500,MYRTLE ST,37.809347981613,-122.2813199811496
010 076902801,245,LEE ST,37.81322818552269,-122.2584182759618
013 111500300,4385,HOWE ST,37.83097816399697,-122.2485133100967
038 317504000,5800,WALNUT ST,37.77262099602936,-122.1910325323365
014 126606200,6024,CHABOT RD,37.84700292835229,-122.25140233181686
012 093505301,35,MONTE VISTA AVE,37.82485055435265,-122.25340784501209
014 123301800,427,AVON ST,37.83730483590394,-122.25880105910367
048A703902400,5410,BROADWAY,37.83930737690312,-122.24896043320891
012 097203800,3920,CLARKE ST,37.828435031458895,-122.26297606211465
012 093802801,188,MOSS WAY,37.82275261363575,-122.25518549957414
020 013201700,1432,3RD AVE - Bldg #1438,37.79741131917018,-122.25470258512391
012 097300500,429,40TH ST,37.82835298442898,-122.26121901616064
021 026300800,2015,13TH AVE,37.79443733020163,-122.24171044910523
010 078503101,372,EUCLID AVE,37.812008521474326,-122.25159311960572
022 031500402,2400,IVY DR,37.800997387807875,-122.24342423890673
010 076901901,16,VERNON ST,37.812173713941476,-122.26021108743613
008 062800900,1428,JACKSON ST,37.802376898689694,-122.26455160922319
048A706900600,309,63RD ST,37.85014433905477,-122.25273887603795
040A341003400,7708,MACARTHUR BLVD,37.76715328490918,-122.16859680132399
044 496901600,1311,97TH AVE,37.74464653028824,-122.17253567255261
040 332602802,7630,LOCKWOOD ST,37.761275341533796,-122.17896347952798
020 018501400,418,FOOTHILL BLVD,37.797704239905116,-122.25231771829337
033 211700900,1833,33RD AVE,37.782492426640474,-122.22250965083548
002 000303400,1070,MARKET ST,37.80568937543624,-122.2814022062955
027 086305200,3256,NICOL AVE,37.79158582813375,-122.21159674355282
039 326600500,6625,BANCROFT AVE,37.76947122836798,-122.18273019759329
030 192000800,3675,39TH AVE,37.79065497398542,-122.19612829435988
023 041701000,478,CAPITAL ST,37.806333958383235,-122.24744687942432
016 142401903,6433,TELEGRAPH AVE,37.85089771720342,-122.26074942666126
020 018700901,1640,6TH AVE,37.79655540087602,-122.25035385470402
020 018700902,602,FOOTHILL BLVD,37.79635520619061,-122.25064937199683
046 544801000,9633,BIRCH ST,37.74757605737852,-122.16600555552678
027 083905000,2336,FRUITVALE AVE,37.78608372615994,-122.2213878695669
010 080201300,244,29TH ST,37.81702002481087,-122.25955879776373
021 023100800,1821,6TH AVE,37.79814536053635,-122.249150170801
011 084001700,832,YORK ST,37.81304265463006,-122.24310993797991
025 073101200,1609,28TH AVE,37.78185547702745,-122.22842218020986
012 095800900,816,37TH ST,37.82711261688058,-122.2724289394174
021 022601800,216,WAYNE AVE,37.80151667632994,-122.25237430772823
012 100102800,4124,EMERALD ST,37.829408677841144,-122.25626421198525
032 206302700,2656,38TH AVE,37.785855046251015,-122.20600221591633
022 030103200,2226,11TH AVE,37.7967723375661,-122.24068911640406
010 079602100,262,VERNON ST,37.81388230936561,-122.25803523378788
001 021701000,658,8TH ST,37.80243644944677,-122.27879633279603
027 088301100,3430,FOOTHILL BLVD,37.78292884845566,-122.21952351987662
023 041002000,640,BROOKLYN AVE,37.804320668260644,-122.24711815367165
020 020300900,2308,FOOTHILL BLVD,37.785193538036545,-122.23358228946209
026 077600102,2662,23RD AVE,37.793177749441455,-122.2265172169921
009 070300700,45,RANDWICK AVE,37.8201556085698,-122.25986676116574
025 073400900,1811,27TH AVE,37.78431270322155,-122.22840610279391
021 021900901,730,E 17TH ST,37.796036495679,-122.248696590976
037A275508200,3527,68TH AVE,37.77337173572805,-122.17448790963255
012 101200600,518,40TH ST,37.82954732181508,-122.26512789336458
009 070900300,3015,M L KING JR WAY,37.82005719851357,-122.27114516010029
033 213503300,1869,38TH AVE,37.77869275670825,-122.21759463251378
027 084401006,2558,FRUITVALE AVE,37.78863495884885,-122.22033275038423
027 084401004,2564,FRUITVALE AVE,37.788749558042056,-122.22027309061103
014 126400700,5609,COLLEGE AVE,37.84341109112965,-122.25202029669033
044 497602101,9940,D ST,37.74065198120654,-122.17435940544613
015 133801403,1036,60TH ST,37.843658521386494,-122.28087945868431
016 140701800,6031,CLAREMONT AVE,37.847943392096596,-122.25377649604347
022 033601400,822,E 24TH ST,37.79989928849651,-122.24146523898483
013 109702700,4210,TELEGRAPH AVE,37.83114235433382,-122.26356808078482
026 074801300,2011,RUTHERFORD ST,37.78433522122685,-122.22371348848513
010 079102700,408,ORANGE ST,37.81697661762169,-122.25434710595775
011 084301800,830,WALKER AVE,37.814342256374864,-122.244918325579
005 042700101,2340,ADELINE ST,37.8167680288425,-122.28293770988823
021 029000800,2028,E 21ST ST,37.790744998809835,-122.23431139755473
015 136100206,6121,SHATTUCK AVE,37.84697197609999,-122.26570548091054
046 547401901,2207,96TH AVE,37.7502174818897,-122.16274365512423
032 206800102,2610,35TH AVE,37.788014400738966,-122.20986358832768
026 073700500,1921,26TH AVE,37.78505118236648,-122.22886919204538
032 206800104,3502,BROOKDALE AVE,37.78789584463597,-122.21006623165302
002 008300800,1009,MADISON ST,37.79914533237053,-122.26589130391176
005 038500200,961,18TH ST,37.81124660568704,-122.2815186781571
020 013400600,544,INTERNATIONAL BLVD,37.79544758618746,-122.25295084868851
010 080401201,82,GARLAND AVE,37.817193951255305,-122.25819516287197
008 062504300,315,15TH ST,37.803807031829244,-122.26749369957841
048F735400301,6533,LUCAS AVE,37.82646615998104,-122.20860067233914
033 212403000,1453,35TH AVE,37.77722997878304,-122.22262370287062
035 238400303,4824,BANCROFT AVE,37.77197928069784,-122.20761350560973
022 030901300,331,HANOVER AVE,37.80309671915895,-122.2509364273622
012 093800500,33,YOSEMITE AVE,37.82320375855251,-122.2552151884606
030 198014800,3507,38TH AVE,37.79061807019106,-122.19867200920339
006 002500600,1741,12TH ST,37.811364336527895,-122.29858586349691
012 096303400,693,39TH ST,37.828968717574774,-122.26985618587617
036 241902601,5000,MELROSE AVE,37.77424654070622,-122.2049308408146
012 097301301,3901,WEBSTER ST,37.82764000529048,-122.26143764281677
015 130700700,1066,56TH ST,37.83940324853242,-122.28086062778871
020 019301600,1220,FOOTHILL BLVD,37.79180288657465,-122.24555188539728
012 098901400,133,ECHO AVE,37.82664403753039,-122.24783287889635
040 332603700,7336,LOCKWOOD ST,37.76264235608423,-122.18035755880616
009 070301101,3065,RICHMOND BLVD,37.81980873801567,-122.2597423796022
012 098702400,81,GLEN AVE,37.82548209446569,-122.25033744084843
023 041200600,2122,LAKESHORE AVE,37.8046111723385,-122.2504096972853
020 012903200,1438,LAKESHORE AVE,37.79964382615824,-122.25678961944676
021 022802600,252,ACTON PL,37.80143792907704,-122.25133044823264
046 542800400,9825,WALNUT ST,37.744827011257115,-122.16830149888504
021 027101501,818,E 20TH ST,37.79741299840695,-122.24521692472202
014 126804000,6060,CLAREMONT AVE,37.84824644377306,-122.25284671635671
038 321003504,6111,HILTON ST,37.76825680692132,-122.19243556919218
012 100000500,337,41ST ST,37.828406744137254,-122.25702324148817
026 081300803,2820,GARDEN ST,37.79432761340605,-122.22178361353788
010 078001800,427,BURK ST,37.80939222319928,-122.25042551655338
022 030902200,468,STOW AVE,37.80351581457935,-122.25026774225773
020 019000100,901,E 17TH ST,37.79451234054421,-122.24768771195237
048A703600801,5385,BROADWAY,37.839056779229644,-122.24988931393415
010 079600400,335,ADAMS ST,37.81458816300534,-122.25606234531946
009 072402400,889,34TH ST,37.82444388534407,-122.27514057771566
030 192901701,3865,MAYBELLE AVE,37.791184841143895,-122.19275080677137
002 000501403,828,13TH ST,37.80744478308472,-122.28030894487188
030 192901705,3849,MAYBELLE AVE,37.79111280349363,-122.19302127914798
023 039301200,1112,E 33RD ST,37.802211432697185,-122.23406384658762
029A130203200,3556,DIMOND AVE,37.801683755375,-122.21649312056277
033 212000800,1643,34TH AVE,37.78051410846059,-122.22220407180978
023 047801301,3738,PARK BOULEVARD WAY,37.804906227155655,-122.2307864971905
014 126200200,5467,LAWTON AVE,37.84237173700618,-122.2519574056558
022 036301000,2004,E 27TH ST,37.795402615332115,-122.23036939004392
026 076801600,3060,LOGAN ST,37.787977585589346,-122.22139592795214
030 192500900,3676,39TH AVE,37.79021389695643,-122.19538927714885
013 114600602,5001,SHAFTER AVE,37.83609500682421,-122.25882127285672
013 114600601,5005,SHAFTER AVE,37.836229229552934,-122.25878473538862
027 086201400,3071,CURRAN AVE,37.79275806904721,-122.21125053440915
006 002500800,1727,12TH ST,37.811282474960926,-122.29842277647013
033 212902002,1664,35TH AVE,37.78006769965864,-122.22004671806404
022 033802700,2400,PARK BLVD,37.80162159217931,-122.24367128502949
048 561704500,5,ANAIR WAY,37.75098367033535,-122.15527913038274
025 071202800,1508,27TH AVE,37.78154811440295,-122.2302216751104
002 008302700,900,JACKSON ST,37.79867026179604,-122.26700776445537
023 040100200,1007,MACARTHUR BLVD,37.805240977138894,-122.23705713553042
008 062901001,1551,MADISON ST,37.80308222119098,-122.26353227409325
048 562304300,10401,SHAW ST,37.74557868476633,-122.15098515414752
026 075700700,2235,INYO AVE,37.78957456966384,-122.22951245041352
015 136403501,755,ALCATRAZ AVE,37.84906205139732,-122.26722805868742
022 036702301,2924,14TH AVE,37.79758754621789,-122.22969694303087
025 071400100,2805,E 16TH ST,37.78100352490334,-122.22825974411327
012 097000901,3903,CLARKE ST,37.82831948110794,-122.2637252628299
021 026901200,1934,9TH AVE,37.796265436642855,-122.24512392862157
023 049800102,1843,MACARTHUR BLVD,37.80048428605494,-122.21911753736056
029A130100303,3649,DIMOND AVE,37.8032415247503,-122.21672889736838
038 323702100,1733,SEMINARY AVE,37.76752101528882,-122.19709413182001
010 077301400,286,LENOX AVE,37.81186568362546,-122.25742952004451
043 457302200,2268,82ND AVE,37.7603856738833,-122.16899499206728
020 017401900,1532,8TH AVE,37.79448040162304,-122.24961962796047
010 080801000,401,FAIRMOUNT AVE,37.819212958052105,-122.2569505361792
014 127401300,5717,HERMANN ST,37.84344772618639,-122.25923103697826
020 019101200,1030,FOOTHILL BLVD,37.79317000319384,-122.24709808195134
023 040400101,1021,MCKINLEY AVE,37.804542502007294,-122.23824953475719
021 023100700,1829,6TH AVE,37.798237098655655,-122.24902140453248
020 019900900,1633,21ST AVE,37.78749429906526,-122.23714600733707
022 032602700,2151,E 24TH ST,37.791621730850565,-122.2310647630523
014 121102400,693,AILEEN ST,37.84155240512131,-122.267207767417
022 030903300,485,STOW AVE,37.80400798399632,-122.2497371744402
015 138300500,5939,TELEGRAPH AVE,37.84566557180286,-122.26151842203652
020 018600700,1643,6TH AVE,37.796948841000095,-122.25068234786335
010 077100601,301,LENOX AVE,37.81136210656762,-122.25783275397899
016 142701400,642,ALCATRAZ AVE,37.85002551756759,-122.26369161823885
010 080102100,237,29TH ST,37.816498583272654,-122.2597726744548
016 146501400,1189,63RD ST,37.84473694703507,-122.28671831870466
040 340400600,2767,79TH AVE,37.765237402354245,-122.16806056613534
005 038201503,952,14TH ST,37.80903406711367,-122.28234945324354
008 067601000,546,25TH ST,37.814812609973394,-122.26983950939047
012 101300900,530,41ST ST,37.830416925157785,-122.26537677820319
010 078902301,382,ADAMS ST,37.81498634492778,-122.25426825118561
005 046401600,1130,30TH ST,37.82213943423206,-122.28116773761391
010 077500901,433,PERKINS ST,37.80974360662856,-122.25611981407978
010 077200700,431,LEE ST,37.810356669449554,-122.25701994363955
026 073700300,1937,26TH AVE,37.78528161698794,-122.22865075518452
009 071400300,3123,M L KING JR WAY,37.821116204382214,-122.27094369251182
010 078302000,370,STATEN AVE,37.81148498675336,-122.25366308403362
038 322301002,5645,BANCROFT AVE,37.771135771103964,-122.19483476419977
010 081500600,601,OAKLAND AVE,37.820666098234796,-122.25146036396899
009 073100400,31,CROXTON AVE,37.820918391872034,-122.25918002024234
032 210103300,2530,35TH AVE,37.787093257879576,-122.21089487569795
046 545901201,2008,90TH AVE,37.75247365911848,-122.1673220839638
022 033801804,2282,PARK BLVD,37.8014050469848,-122.24525441548225
010 077701501,400,PERKINS ST,37.81038382013573,-122.25513085014774
011 083707900,485,CHENEY AVE,37.81100812787959,-122.24670068474859
010 077402400,312,LEE ST,37.811361258867635,-122.25595725704085
012 093005700,651,OAKLAND AVE,37.821077657945665,-122.25011276280875
025 073100903,1633,28TH AVE,37.78223556481365,-122.22807152019911
028 090902900,3474,BOSTON AVE,37.79913562505183,-122.2126075834302
042 424706400,1336,81ST AVE,37.75463761869217,-122.18222593110781
029A133004100,4902,PARK BLVD,37.81275653709758,-122.21404496455258
022 031603400,2340,8TH AVE,37.799859867291865,-122.2420899564058
010 078900300,263,EUCLID AVE,37.815112394651756,-122.25370074192428
023 043300500,722,HILLGIRT CIR,37.807588443680295,-122.24269542796134
012 097300400,431,40TH ST,37.828374483321305,-122.26135484909923
023 049203100,3525,ARDLEY AVE,37.80115383451924,-122.22403934803863
023 041901904,590,BODEN WAY,37.808081946459716,-122.24715539865873
010 078504900,276,EUCLID AVE,37.81472290908977,-122.25279433204162
030 192003700,3811,39TH AVE,37.79227642947176,-122.19428256765153
008 062800800,1420,JACKSON ST,37.802258630544145,-122.26462539779718
023 041901903,570,BODEN WAY,37.8079496169303,-122.2474990149377
016 140902400,323,ALCATRAZ AVE,37.85085293468482,-122.25341499974016
020 018501500,1600,4TH AVE,37.797789147433484,-122.25248349343929
035 235200603,4237,FOOTHILL BLVD,37.774767898333195,-122.21264995283249
013 109703000,487,43RD ST,37.831399132093814,-122.26296047102699
010 080701300,3505,KEMPTON WAY,37.82114589422109,-122.25624284656844
010 081802900,41,MOSS AVE,37.81920584655101,-122.2522050613512
020 021200700,1733,16TH AVE,37.79149181762323,-122.24153995954237
022 030501800,2215,CARROLL ST,37.80093740082604,-122.24560123890366
022 033602100,2440,8TH AVE,37.80040573387397,-122.24099375017535
005 045100400,917,28TH ST,37.81889574291027,-122.27741865696073
012 093602300,11,MONTELL ST,37.82442744617376,-122.25420302922352
021 022700500,328,HANOVER AVE,37.8025040160645,-122.2509772581325
020 013000202,1444,1ST AVENUE PL,37.79874716010422,-122.25603568210086
010 080201200,236,29TH ST,37.81692446184369,-122.25935822005309
022 031302000,338,PORTLAND AVE,37.80238790171031,-122.2461289663788
027 086200101,3111,SCHOOL ST,37.79395997058145,-122.21111304046396
012 099401900,4120,HOWE ST,37.827090366067324,-122.25260829604011
010 077700100,395,VAN BUREN AVE,37.81037737491685,-122.25391584460887
039 327500301,2817,67TH AVE,37.76969261770727,-122.18020233515051
